,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size
4452,B0002DGXDI,Vo-Toys Bamboo Three Ring Bird Toy,BVT674&lt;/h3&gt;075726006742&lt;/h3&gt;Vo-Toys&lt;/h3&gt; <br> Vo-Toys/Item #674 BAMBOO THREE RING BIRD ...,bird,bird_3,12,0.8270000000000001,2.0
4455,B0002DGUAY,"Miracle Care Scalex Topical Ointment, 0.95-Ounce",Scalex Topical Ointment 0.95-ounce for treatment of scales and <br> dry skin on caged birds By Gimborn/Mi...,bird,bird_6,38,0.4462222222222222,9.0
4463,B0002DGYFA,"Tropimix Large Parrot Premium Formula, 1.9-Pound","Tropimix Food Formula for Large Parrots is a wholesome blend of <br> the finest hulled grains, legumes, f...",bird,bird_1,48,0.7243428571428571,7.0
4465,B0002DGY9Q,"Eheim AEH2616310 Filter Pad Ecco for Aquarium, Blue","Dirt particles become trapped in the porous foam material. At <br> the same time, the material offers a l...",fish,fish_6,1,0.5148874999999999,8.0
4466,B0002DGZ3Q,Eheim AEH4004950 T Connector 494 Canister Filters Parts for Aquarium,Eheim &quot;T&quot; connector for 494 tubing. Use to tee off an <br> additional connection.Fits 1...,other,other_3,39,0.28025,2.0
4467,B0002DGXWE,"Living World Gravel Paper, 15-3/4 Inches x 15-1/2 Inches (8/Pack)","Living World Gravel Paper is a pre-cut paper made with a gritty <br> surface that helps trim bird claws, ...",bird,bird_4,9,0.62775,12.0
4488,B0002DGSQU,Gimborn Katcheeze Cat Treats 1.15oz.,"Fun, ball shaped treats provide nutrition and fun for your <br> cat&#046; Made with Real Parmesan Cheese",cat,cat_5,32,0.8664000000000001,2.0
4497,B0002DGYAK,"HAWAIIAN MARINE IMPORTS Eheim Fine Filter Pads for Ecco Canister Filters, 3 Filters Per Pack",EHEIM Ecco Pro 2232/2234/2236 Ecco Pro 130/200/300 Filter Pads 3 <br> Pack,fish,fish_3,42,0.5554666666666668,24.0
4498,B0002DGYCI,"Tropican Lifetime Formula Maintenance Parrot Granules, 8-Pound","This tropican lifetime formula granules for parrots is a <br> scientifically formulated, completely balan...",bird,bird_3,16,0.6942166666666667,18.0
4514,B0002DGYXW,Living World Pedi-Perch,The Living World Pedi-Perch is an essential addition to your <br> bird's home. It is a cement bird perch ...,bird,bird_4,38,0.5487090673575135,386.0
4519,B0002DGYF0,Eheim Carbon Filter Pad for 2226/2228 (also for 2026/2028/2126/2128) Canister Filter,Carbon Filter Pad for Eheim Professionel External Filter <br> 2226/2228 (also for 2026/2028/2126/2128),fish,fish_2,8,0.6133428571428572,7.0
4528,B0002DGYIC,Pet Ag Bene-Bac,Bene-Bac Bird & Reptile Powder is a concentrated live culture of <br> five common bacteria found in the i...,bird,bird_3,42,0.5070320000000001,50.0
4552,B0002DGZXQ,"Living World Large Wood, Rope &amp; Leather Ring",The Living World Large Wood Rope and Leather Ring is a great toy <br> for your bird to climb and entertai...,bird,bird_3,11,0.9122,2.0
4554,B0002DH292,"Living World Large Seed Cup for Parrots, Assorted Colors",The Living World Seed Cup is a great way to hold your bird's <br> seeds within the cage. It is equipped w...,bird,bird_2,31,0.23535,8.0
4559,B0002DH29W,Living World Egg Biscuit Treat Cup,The Living World Egg Biscuit Treat Cup is a great way to hold <br> your egg biscuits within the cage. The...,bird,bird_6,3,0.5294666666666666,3.0
4561,B0002DGYZ0,Vo-Toys Circus Mice Assorted Colored 5 pack Cat Toy,",Vo-Toys-Item #15553 CIRCUS MICE / ASST.COLORED FUR,,,",rabbits and rodents,rabbits and rodents_4,10,0.457825,4.0
4567,B0002DGUO0,"Habitrail Mini Elbow, with Lock Connector","The habitrail mini elbow allows you to give rounded corners to <br> your design, so you can have your ham...",rabbits and rodents,rabbits and rodents_1,50,0.5056200000000001,5.0
4568,B0002DH206,"Bio-groom Kuddly Kitten Shampoo, 8-Ounce",Bio Groom Kuddly Kitten Shampoo is developed especially for a <br> kitten's sensitive skin and delicate c...,cat,cat_2,19,0.6835199999999999,5.0
4572,B0002DGZU4,Eheim Suction Cup w/ Clip 1.00 inch/1.35in,"Eheim Suction Cup with Clip 1.00""/1.35""",rabbits and rodents,rabbits and rodents_3,29,0.7317,3.0
4579,B0002DH1W0,Living World Double-Sided Mirror with Bell,"The Living World Double Sided Mirror with bell provides a <br> ""mirror image"" friend for your bird. The m...",bird,bird_6,36,0.5381958333333333,24.0
4583,B0002DH1WU,Living World Lantern Mirror with Bell,"The Living World Lantern Mirror with bell provides a ""mirror <br> image"" friend for your bird. The mirror...",bird,bird_2,13,0.6467333333333334,6.0
4593,B0002DH2VK,"Living World Cuttlebone with Holder for Cage Bird, 5-Inch, Small","This cuttlebone is derived from natural cuttlefish, living world <br> cuttlebone provides natural calcium...",bird,bird_3,44,0.5404375,8.0
4599,B0002DH2VA,Eheim AEH7633600 Impeller 2217 for Aquarium Water Pump,Water Pump Parts; accessory for aquarium filter parts; suitable <br> for most aquarium patterns; A very q...,rabbits and rodents,rabbits and rodents_4,45,0.458623076923077,26.0
4613,B0002DH1BQ,"Living World Glass Feeder with Clip, 6 Inches",The Living World Glass Feeder with Clip is a great way to keep <br> food or water in your bird's cage. Th...,bird,bird_1,29,0.867,2.0
4619,B0002DH2WO,"Living World Cuttlebone, Small Twin Pack (Carded)",Living World Cuttlebones are an excellent calcium source for <br> birds. The rough edible surface helps t...,bird,bird_2,41,0.3185999999999998,165.0
4626,B0002DH3DM,HBH Enterprises Cut your own Ammonia Filter Pad 10x18in,THE CUT-TO-FIT? AMMONIA FILTER is impregnated with a special <br> ammonia-grabbing resin that pulls ammon...,fish,fish_3,3,0.6676,5.0
4646,B0002DH3SW,Eheim Fine Filter Pad for 2213/250 2616135 Canister Filter (3 pcs),EHEIM Classic canisters come with a wide variety of filtration <br> options.,fish,fish_5,31,0.5325297297297297,37.0
4678,B0002DH5Q2,TOM Aqua Lifter Pre-Filter,Pre-filter for the TOM Aqua Lifter Dosing Pump from Koller <br> Products removes particulate material bef...,rabbits and rodents,rabbits and rodents_1,42,0.2274450980392157,51.0
4682,B0002DH8PU,"L &amp; M Animal Farms SLM90104 Chinchilla Dust Dry Bath Coat Conditioner Can, 32-Ounce",LM-Farms Chinchilla dust bath conditioner is a very fine dusting <br> material. Ideal for cleaning and gr...,other,other_6,25,0.8395666666666667,3.0
4718,B0002DH47W,Tom's Aquatics Stellar Air Pump,"Offering reliable and heavy duty operation, the TOM Stellar Air <br> Pump S-10 from KollerCraft is ideal ...",rabbits and rodents,rabbits and rodents_6,31,0.2945,15.0
4721,B0002DHIRS,Quiko Eggfoods,"As a supplement to your bird's regular diet, feed your bird <br> extra nutritious egg protein for variety...",bird,bird_1,32,0.5332820689655171,145.0
4725,B0002DH3C8,HBH Shrimp Pellet 7oz,Contain a natural blend of shrimp and other quality ingredients <br> to entice bottom-feeding tropical fi...,fish,fish_4,4,0.24335,2.0
4740,B0002DHKI0,"Spectrastone Special Black Aquarium Gravel for Freshwater Aquariums, 25-Pound Bag",Black aquarium gravel for freshwater aquariums. Will not affect <br> PH. Safe for use in freshwater aquar...,fish,fish_2,21,0.3073318181818181,22.0
4745,B0002DH2YC,Eheim 7509 Impeller for 1048 Universal Pump,This product is easy to use. This product adds a great value. <br> This product is Manufactured in German...,other,other_6,20,0.421925,4.0
4762,B0002DHI14,Danner 12955 190 GPH Magnetic Drive Pump Replacement Impeller,"Replacement impeller for Supreme Hydroponics pump model 1.9. <br> Complete impeller includes end caps, sh...",rabbits and rodents,rabbits and rodents_1,20,0.2075391304347826,23.0
4767,B0002DHN4Q,"Sun Seed Company Bss85133 Canary Grainola Treat Bar, 2.5-Ounce, Golden Honey","Sunseed grainola treat bar is handmade by coating different <br> mixtures of seeds, grains, fruits, veget...",bird,bird_1,8,0.79535,2.0
4776,B0002DHK30,Sun Seed Company Animal Lovens Petzel Stix 3.5oz,Crunchy oven baked treats ideal for all small animals which <br> contain real garden vegetables such as c...,rabbits and rodents,rabbits and rodents_3,16,0.7527999999999999,2.0
4782,B0002DHI8W,Quiko Multivitamin Daily Balance Bird Supplement,"Formulated to play an important role in regulating body systems, <br> as well as blood and bone formation...",bird,bird_6,16,0.6141700000000001,10.0
4788,B0002DHO2M,"Sun Seed Company Sss94125 Vita Daily Diet Rat/Mouse Food, 25-Pound",Sunseed Vita daily diet food is specially formulated and <br> designed to provide a complete diet for you...,rabbits and rodents,rabbits and rodents_5,36,0.57568,10.0
4790,B0002DHIPK,Quiko 21025 Classic Eggfoods,"As a supplement to your bird's regular diet, feed your bird <br> extra nutritious egg protein for variety...",bird,bird_6,37,0.5378686746987952,83.0
4818,B0002DHN3M,"Sun Seed Company Bss85123 Small Hookbills Grainola Bird Honey Sticks Treat Bar, 2.5-Ounce, Golden ...","Sunseed grainola treat bar is handmade by coating different <br> mixtures of seeds, grains, fruits, veget...",bird,bird_4,8,0.7681,2.0
4822,B0002DHD1E,"Quiko Lori - Complete Food for Nectar Eating Birds, 1.65 lb. Recloseable Container","Quiko Lori is a tasty well balanced main food that is water <br> soluble and is great for all lories, lor...",bird,bird_6,45,0.4623479166666667,48.0
4866,B0002DHR2Y,S&amp;G FERRET HARNESS &amp; LEAD SET,"Designed to comfortably fit & safely secure all ferrets. <br> Sheppard & Greene Harness & Bell plus 72"" l...",rabbits and rodents,rabbits and rodents_6,7,0.5678,3.0
4892,B0002DHV2K,K. F. K. Products Sparkling Gems 4oz - White,ACRYLIC AQUARIUM GRAVEL HIGHLIGHTER,fish,fish_5,41,0.6888333333333333,3.0
4901,B0002DHT4U,"Marina Aquarium Showcase Bulb, 15-Watt, 120-Volt, Green",Marina incandescent aquarium light bulb is long lasting and <br> provide decorative highlights to aquariu...,other,other_3,50,0.56725,2.0
4908,B0002DHVZC,Replacement Pan For Drop Pin Style Crates - 48&quot; X 30&quot; - Black,Asb black plastic replaces previouly sold metal replacement <br> pans. 48 x 2.125 x 29.375,rabbits and rodents,rabbits and rodents_4,33,0.4207,2.0
4916,B0002DHZK8,Petmate Cabin Kennel with Wire Top for Small Pets,"One year manufacturer's warranty. Specifically designed to fit <br> under airline seats, perfect for smal...",bird,bird_2,37,0.77162,15.0
4924,B0002DHZN0,"Python No Spill Clean and Fill Aquarium Gravel Tube with Tail/Connector, 10-Inch",Python extended length gravel tubes are for tall aquariums or <br> convenient garden pond maintenance. Al...,fish,fish_1,12,0.4920833333333334,12.0
4939,B0002DHQR0,"AquaClear 50 Nylon Bag, 2-Pack",The AquaClear Filter Media Bag makes media maintenance extremely <br> simple. The fine mesh holds small g...,fish,fish_1,19,0.4689591836734695,49.0
4958,B0002DI0JS,"Python No Spill Clean and Fill Aquarium Gravel Tube, 20-Inch",Python extended length gravel tubes are for tall aquariums or <br> convenient garden pond maintenance. Al...,fish,fish_6,40,0.6149263157894737,19.0
4987,B0002DI1S8,Petmate 23047 Small Lightweight Double Diner Pet Dish (ASSORTED COLORS),"These pet dishes are stackable, unbreakable and dishwasher safe. <br> They are made in a special non-tip ...",cat,cat_5,24,0.2412666666666666,3.0
4989,B0002DHYT0,"Weco Nox-Ich Water Treatment, 1.25 oz",Weco Nox-Ich is your answer to killing external parasites upon <br> contact. It is especially effective a...,fish,fish_1,1,0.53425,2.0
4990,B0002DHYQS,"Weco 37710032 Cond Instant Dechlor Ornament, 32 oz",Many aquatic flora and fauna are sensitive to the presence of <br> chlorine in water sources. To ensure a...,fish,fish_5,20,0.5636428571428571,7.0
4992,B0002DI29G,"Petmate Fresh Flow Dish, 4.5oz",B0002DI29G,cat,cat_5,49,0.6118,10.0
5009,B0002DI2LO,TetraMin Tropical Crisps Advanced Formula for Optimal Nutrition,TetraMin Tropical Crisps contain essential nutrition for your <br> tropical fish while stimulating richer...,fish,fish_6,29,0.5497672043010751,186.0
5023,B0002DI566,Lafeber's Popcorn Nutri-Berries for Parrots 4 oz bag,Popcorn Nutri-Berries Gourmet Parrot Treats combine the natural <br> goodness of air-popped corn with a d...,bird,bird_3,48,0.6302357142857146,56.0
5056,B0002DI7RS,Jungle Talk Love Links Plastic Bird Toy (Large),Jungle Talk Love Links Large Bird Toy Love Links is a fun safe <br> toy that will entertain your feathere...,bird,bird_3,46,0.6754,2.0
5057,B0002DI56Q,Lafeber's Premium Daily Diet Pellets for Finches,Dr. Lafeber Sr. created the very first pet bird pellet. As a <br> practicing veterinarian in the 1960's D...,bird,bird_6,31,0.7370454545454543,11.0
5060,B0002DI7XW,"Nature's Ocean No.1 Aragonite Sand for Aquarium, 20-Pound",Nature's Ocean Aragonite Sand#1 20LBS (Grain size: 1.2 -1.7mm). <br> Premium Aragonite Reef Substrate for...,fish,fish_4,24,0.51564,10.0
5067,B0002DI63S,Jungle Talk Cotton Candy Preening Bird Toy (Small),Jungle Talk Cotton Candy Small Bird Toy The only bird toy that <br> looks better and better the more its ...,bird,bird_3,3,0.912,4.0
5069,B0002DI3UO,Laguna Pond Fish Treat,This pond fish treat is perfect for hand feeding pond fish. <br> Their extruded format enables the food t...,fish,fish_4,5,0.2709,2.0
5080,B0002DI6LA,"LAFEBER'S Classic Nutri-Berries Pet Bird Food, Made with Non-GMO and Human-Grade Ingredients, for ...",nan,bird,bird_4,2,0.353475,4.0
5081,B0002DI8DQ,"Worldwide Imports AWW30085 Natural Gravel, 5-Pound, Rainbow Jems",Natural Gravel. 100-percent Acrylic Coating. Will not alter the <br> chemistry of your aquarium water. No...,fish,fish_4,41,0.3956466666666667,15.0
5093,B0002DIAJI,JNGTALK Concrete Perch Lg,eCOTRITION Play Pedicure Perch promotes healthy feet by trimming <br> beak and nails naturally. Ideal for...,bird,bird_3,20,0.6018800000000001,5.0
5094,B0002DI6HY,"Petmate Chrome Door Replacement for Model 400 Vari-Kennel, Large",This door is designed to use with Petmate vari-kennel model 400. <br> Made of durable chrome and built to...,rabbits and rodents,rabbits and rodents_5,24,0.4913438596491228,57.0
5095,B0002DI96M,Jungle Talk Pet Products Crock Loc 10oz Granite,"Designed for birds who tip or throw their bowls to the cage <br> floor, the Crock Loc features a unique l...",bird,bird_6,8,0.67425,2.0
5107,B0002DI8BI,"Nature's Ocean No.0 Marine White Sand for Aquarium, 20-Pound",Nature's Ocean Marine White Sand#0 20LBS (Grain size: 0.1 <br> -0.5mm). Premium Aragonite Reef Substrate ...,fish,fish_4,45,0.5601740740740743,27.0
5110,B0002DICA0,Marineland PR1437 4-Pack Aquarium Clip and Pin Replacement Set for Magnum Canister Filter Model ...,Marineland clip and pin is a replacement part for Marineland <br> power filters. Fits for Magnum PC220 an...,other,other_1,20,0.4727666666666666,3.0
5124,B0002DICL4,MarineLand 5799 Sealed Motor &amp; Switch Assembly for Magnum 350,New pre-filter at top for longer intervals between cleaning. <br> Simple to use and set up. Large volume ...,fish,fish_3,17,0.4742857142857143,7.0
5127,B0002DIC8W,Marineland PR1430 Aquarium Impeller Exhaust Tube Replacement for Magnum Canister Filter,Marineland impeller exhaust tube is a replacement part for <br> Marineland power filters. Fits for Magnum...,fish,fish_5,1,0.5247909090909091,11.0
5128,B0002DI6M4,"LAFEBER'S Classic Nutri-Berries Pet Bird Food, Made with Non-GMO and Human-Grade Ingredients, for ...",Our Classic Nutri-Berries avian diet is a nutritionally complete <br> foraging food for macaws and cockat...,bird,bird_2,20,0.7705125,8.0
5138,B0002DI8VS,"Jungle Talk Pet Products BJN98605 Lots of Legs Bird Activity Toys, Small/Medium","Lots of Legs&#153; are fruit flavored, made&#045;to&#045;last <br> hardwood cut&#045;outs&#046;&#046;&#04...",bird,bird_4,16,0.7405307692307693,13.0
5139,B0002DICYQ,"Fluval Exhaust Stem with Holes for Canister Filter, 12-Millimeter, Gray","This exhaust stem is used for Fluval 103, 203, 303 canister <br> filters. Includes holes and available in...",rabbits and rodents,rabbits and rodents_4,15,0.8030666666666667,3.0
5147,B0002DIB1K,Marineland Extension Tube 1 inch with Coupling for Eclipse 2&amp;3 and Penguin 330,"1 inch wide extension tube, with coupler, for the Marineland <br> Penguin 330 and the Marineland Eclipse ...",other,other_6,44,0.7324666666666667,3.0
5148,B0002DIDQI,AquaClear Intake Stem for Power Filters,"This intake stem is used for AquaClear power filter models 70, <br> 110, 500. Comes in polybag with heade...",cat,cat_5,48,0.4396741935483872,31.0
5149,B0002DIDIG,"AquaClear Seal Ring for Power Filters, 3-Pack",The AquaClear Seal Ring is a replacement part designed for the <br> Motor Unit of the AquaClear Power Fil...,cat,cat_4,5,0.2128,5.0
5156,B0002DIE08,"A16830 AquaClear Impeller Assembly, 50 Powerhead",The AquaClear Impeller Assembly is a replacement part for the <br> AquaClear 50 Powerhead. Adding an Aqua...,fish,fish_3,49,0.47915,6.0
5169,B0002DIDR2,AquaClear Suction Cup Bracket for Powerhead Pumps,"This suction cup bracket is used for AquaClear powerhead pump <br> models 20, 30, 50, 70, 201, 301. This ...",other,other_0,13,0.6914363636363636,11.0
5170,B0002DICXW,"Fluval Intake Strainer for Canister Filter, 14-Millimeter",This intake strainer is used for Fluval 303/403 canister filter <br> model A670. Comes in polybag with he...,cat,cat_3,27,0.65,3.0
5174,B0002DHQRU,"AquaClear 110 Nylon Bag, 2-Pack",The AquaClear Filter Media Bag makes media maintenance extremely <br> simple. The fine mesh holds small g...,rabbits and rodents,rabbits and rodents_6,21,0.4343923076923077,39.0
5190,B0002DIFYS,"Coralife Aqualight Compact Fluorescent Retrofit Lighting Kit, 4X65 Watt, 48 inch (53206)","Aqualight Retrofit Kit - Double Linear Strip Two 65 watt 10,000K <br> and two 65 watt True Actinic 03 Blu...",other,other_3,41,0.6918500000000001,2.0
